Date,Open,High,Low,Close,Volume,MA5,MA10,MA20,RSI,MACD,Signal_Line,SMA,EMA,Adj Close
17-05-22,71.32,74.06,66.43,73.05,118894,175.35,118.26,108.69,54.17,2.89,0.14,178.24,91.8,73.05
21-07-23,104.38,106.24,99.59,99.96,730481,141.78,91.93,148.17,42.83,2.53,-4.37,109.36,50.85,99.96
27-06-23,135.32,138.74,130.61,135.98,192300,179.44,179.9,73.64,33.82,-2.04,-2.9,68.36,68.32,135.98
20-10-20,149.54,152.58,146.52,151.56,175212,97.37,137.22,104.63,32.69,2.28,-2.63,162.52,111.53,151.56
03-03-22,63.62,65.06,61.46,62.2,168571,82.84,163.66,149.57,54.28,-3.13,4.96,115.63,108.38,62.2
01-05-21,90.27,92.9,89.81,92.06,714415,85.42,63.23,178.23,43.29,4.21,3,168.57,186.11,92.06
23-07-19,161.18,165.61,158.64,161.4,519550,172.3,199.7,153.92,33.97,2.55,0.08,155.87,196.68,161.4
22-11-22,67.29,67.92,63.73,65.92,594484,126.15,109.49,141.45,58.04,3.72,2.16,51.62,109.42,65.92
12-07-19,191.43,195.3,190.12,191.79,906068,119.75,144.62,170.1,64.29,-0.01,4.9,165.46,144.14,191.79
01-11-23,107.76,112.44,102.88,111.15,422595,60.73,111.94,176.45,65.04,2.63,-1.74,177.02,166.26,111.15
15-12-19,64.22,65.48,61.43,62.8,866958,153.95,168.49,99.83,49.45,-2.44,3.49,120.9,56.78,62.8
15-12-22,88.87,92.19,85.84,88.87,643356,155.37,77.03,82.74,52.39,-1.02,-3.14,129.45,73.96,88.87
10-01-21,103.45,107.48,102.68,105.02,850056,99.99,178.62,161.32,67.12,-1.5,-3.07,177.06,109.7,105.02
05-01-21,92.98,95.87,90.84,95.04,320148,67.61,157.99,110.62,35.03,4.06,-2.51,101.58,84.19,95.04
22-09-22,55.59,56.36,51.83,52.32,540278,80,124.63,62.06,56.62,-3.39,2.63,53.09,177.63,52.32
07-04-19,192.87,196.24,188.56,194.64,666833,127.62,181.69,164.43,43.36,-0.81,3.72,124.7,176.27,194.64
10-03-21,184.92,188.85,182.03,188.52,902251,63.71,155.2,111.58,58.28,3.71,1.23,194.44,143.79,188.52
21-09-19,78.23,81.24,75.66,78.92,953356,117.65,148.76,130.46,30.71,-4.91,1.91,134.12,132.57,78.92
14-09-22,178.62,179.5,174.35,177.47,715325,122.14,68.8,124.75,49.66,0.47,-2.49,114.24,170.21,177.47
01-10-22,149.38,153.93,146.32,152.91,921195,137.58,186.88,170.05,35.3,0.1,3.17,168.21,89.76,152.91
09-10-22,192.85,197.64,191.27,195.3,996271,128.2,145.75,124.13,58.18,1.8,-1.83,79.17,167.58,195.3
27-03-21,157.54,158.74,154.61,155.42,871197,64.71,165.75,193.37,37.04,-0.9,2.42,141.92,116.17,155.42
18-03-19,96.71,98.61,92.08,92.91,310798,85.22,120.33,120.92,58.35,-0.28,1.08,124.92,158.71,92.91
14-04-20,61.12,63.44,60.5,61.59,978212,67.05,120.88,110.73,37.98,4.37,4.68,160.76,64.86,61.59
31-10-19,122.92,127.58,122.62,124.61,571196,73.38,75.16,85.87,66.97,1.91,3.94,79.71,151.82,124.61
29-04-20,68.98,69.75,68.79,69.15,886272,167.44,143.72,148.01,69.97,4.21,-3.38,102.34,145.98,69.15
15-12-21,162.86,165.53,159.66,159.9,364114,181.84,136.98,131.44,58.18,-1.52,-4.91,132.62,183.72,159.9
09-01-22,122.08,124.72,121.75,122.2,706102,82.52,163.61,169.36,54.15,4.54,-3.44,62.31,148.4,122.2
05-10-23,108.27,111.48,106.85,109.97,103508,152.64,114.94,150.49,39.98,-3.65,3.97,98.9,196.27,109.97
29-02-20,195.57,199.12,193.2,195.97,804044,86.21,141.27,133.28,38.08,3.8,2.18,160.51,134.96,195.97
27-05-21,56.13,57.93,54.79,56.11,720892,89.59,53.97,130.8,39.07,-0.01,-0.9,65.34,60.1,56.11
05-06-20,134.02,138.45,130.83,134.84,863173,91.58,59.47,129.52,47.38,2.75,0.8,170.13,131.06,134.84
07-09-20,130.4,133.16,129.79,132.78,419448,162.4,51.86,56.92,30.86,-0.46,-4.03,194.04,173.12,132.78
26-12-19,102.77,106.82,99.71,104.41,428216,188.42,125.17,60.92,44.64,-0.6,2.8,145.16,138.19,104.41
07-01-24,105.03,105.77,100.63,103.72,962663,184.44,83.47,86.16,30.73,3.59,-3.46,164.29,161.44,103.72
28-07-21,60.83,65.43,57.54,63.41,273751,104.08,104.88,159.95,30.29,3.84,-3.77,68.79,148.36,63.41
05-04-19,115.59,118.31,114.64,115.67,912714,95.62,126.78,71.17,65.63,4,4.64,143.1,120.48,115.67
08-12-23,110.04,111.33,109.02,110.56,338264,54.81,66.77,86.47,45.17,-3.65,-1.47,85.92,97.79,110.56
03-06-23,84.45,84.7,83.04,84.55,727923,147.48,69.87,128.29,42.16,-2.48,-1.67,130.37,113.6,84.55
31-08-22,101.56,103.1,101.4,102.4,908868,56.73,68.53,66.76,45.5,-1.88,2.06,118.08,181.03,102.4
08-11-23,61.55,65.7,61.36,62.16,791301,80.92,192.69,138.54,36.15,-0.1,-1.78,88.96,92.44,62.16
19-06-19,168.26,172.6,163.93,164.91,172431,97.07,116.57,180,61.42,0.86,4.86,127.29,171.83,164.91
13-03-19,101.05,105.85,96.34,100.2,212959,134.65,118.79,134.58,32.15,-0.86,3.59,149.84,98.97,100.2
10-02-23,120.31,120.6,116.53,117.3,229847,127.39,89.82,122.81,60.07,-2.21,-4.91,188.73,136.74,117.3
16-11-20,66.87,69.81,65.24,68.21,458695,96.5,118.98,159.57,53.98,1.14,2.06,139.89,148.85,68.21
14-01-24,192.68,194.17,191.5,192.77,341062,159.3,196.56,193.03,62.4,-1.03,1.64,128.85,193.97,192.77
03-10-19,114.81,115.94,109.83,111.15,242766,169.06,135.38,197.56,34.25,3.26,3.88,161.11,147.94,111.15
04-08-21,175.66,177.24,174.29,174.51,785368,85.43,92.52,155.11,42.2,4.34,4.74,171.74,130.08,174.51
12-01-22,185.16,188.19,181.8,184.32,338119,72.69,135.46,111.77,32.32,0,1.1,86.27,92.51,184.32
17-07-19,81.36,84.74,76.36,79.68,253071,184.34,171.1,119.73,33.76,-2.57,-3.31,84.18,164.96,79.68
14-01-22,76.68,79.03,75.53,78.47,280540,67.11,129.67,189.33,43.09,-2.91,-1.13,167.35,128.81,78.47
13-09-21,179.17,182.78,177.88,180,251174,50.41,170.52,186.95,32.21,-0.83,0.21,130.66,167.35,180
10-06-19,132.83,136.3,129.79,134.92,490950,163.85,142.76,88.62,43.12,1.19,-2.9,198.53,114.59,134.92
11-10-19,171.93,176.47,170.02,171.87,285890,113.1,174.89,117.17,31.95,4.19,-4.7,146.77,84.99,171.87
11-10-21,129.64,130.49,127.37,129.21,581092,161.33,176.81,58.01,44.71,0.73,-3.29,164.65,119.26,129.21
12-07-19,113.11,117.54,109.3,113.37,500389,92.47,133.1,106.48,45.25,-4.25,-1.93,66.9,78.15,113.37
11-06-20,84.25,84.74,84.1,84.32,923400,99.76,161.45,144.32,33.8,-2.58,4.98,101.45,73.2,84.32
16-09-23,189.94,193.01,189.36,192,137692,150.59,159.12,124.82,53.73,-1.21,-2.5,164.89,182.62,192
01-08-19,83.27,87.48,80.73,87.06,456973,166.55,81.03,199.54,37.33,-4.85,1.4,80.6,150.78,87.06
11-08-23,67.51,69.18,62.56,64.95,798378,152.15,89.74,106.9,55.92,-2.55,-2.76,85.94,99.38,64.95
27-05-23,157.46,160.19,157.05,158.03,466918,132.01,198.73,77.23,32.45,1.34,3.67,71.73,71.71,158.03
04-04-19,131.52,132.97,129.91,132.91,294727,198.17,180.92,105.65,47.44,4.26,-1.16,163.76,108.69,132.91
20-08-21,96.19,96.73,94.26,94.71,919483,71.06,178.42,198.85,65.65,2.54,3.7,126.11,156.77,94.71
30-04-22,131.24,135.73,127.7,134.55,845040,145.43,186.73,166.24,56.37,-1.01,4.06,82.7,54.2,134.55
21-02-20,153.96,154.67,153.72,154.18,896021,60.44,166.77,198.82,31.05,-0.07,0.56,111.2,106.55,154.18
23-05-20,117.81,118.38,117.7,117.73,280727,103.06,172.03,123.7,48.92,-2.37,3.06,172.85,71.88,117.73
03-02-21,119.85,124.36,118.15,118.17,842648,84.98,176.21,135.77,65.96,2.41,-5,194.84,71.39,118.17
08-06-22,142.24,144.24,138.32,139.75,816813,60.61,115.75,162.85,48.56,-4.97,4.09,55.77,87.24,139.75
23-06-21,66.04,67.37,65.29,66.63,718260,165.47,68.17,67.19,53.91,4.29,3.61,194.12,112.15,66.63
22-08-19,111.89,112.22,108.85,111.89,142103,88.7,186.49,191.05,39.07,0.09,2.67,124.89,84.82,111.89
28-07-21,57.01,60.3,54.59,60.19,495732,82.13,54.63,86.18,34.74,0.83,-3.76,53.87,194.51,60.19
30-12-19,173.3,175.83,169.9,171.33,471076,121.91,113.6,162.49,34.58,1.73,2.55,74.04,74.32,171.33
06-06-20,151.92,154.83,147.87,149.47,464346,171.53,100.15,59.18,55.78,-4.63,-0.28,193.11,56.71,149.47
29-12-22,97.64,101.07,94.61,99.55,388118,148.24,198.02,136.07,48.5,-4.07,2.22,72.88,70.58,99.55
26-02-20,178.47,180.58,173.69,179.53,657597,78,65.9,61.54,64.96,-4.16,3.8,119.09,190.89,179.53
02-08-21,159.87,164.86,158.43,163.22,323069,161.42,114.85,174.63,33.42,-0.8,-3.95,100.89,143.47,163.22
18-11-20,136.77,140.61,132.07,133,941179,85.94,83.52,186.58,63.09,-3.3,1.59,51.32,103.29,133
27-01-20,103.26,104.06,98.58,103.64,749350,157.42,106.04,128.13,33.84,3.51,-1.01,146.57,58.04,103.64
21-01-21,189.8,191.47,187.91,190.7,941254,76.37,65.29,166.66,55.33,-1.61,-4.35,188.85,130.15,190.7
16-01-20,147.43,147.72,143.62,145.03,723590,75.82,105.87,81.02,64.21,-4.55,2.53,90.47,187.44,145.03
02-02-20,133.03,137.13,132.82,135.71,268171,157.49,70.47,170.21,32.76,3.88,-0.32,60.47,103.15,135.71
28-10-19,54.42,57.51,53.22,56.38,817654,89.36,97.35,137.65,40.59,4.98,-4.88,198.4,196.22,56.38
30-03-23,53.78,54.66,53.17,54.15,897504,104.69,59.77,185.74,59.1,0.21,-1.35,135.01,120.64,54.15
15-02-21,138.66,139.11,134.58,138.2,556106,71.56,134.68,70.45,43.68,0.73,-2.63,186.85,199.56,138.2
06-02-21,169.66,170.63,165,166.05,922898,86.91,56.05,169.49,51.08,1.6,0.48,136.81,193.13,166.05
01-03-21,56.89,61.79,53.64,59.67,738030,175.17,96.26,158.6,45.92,-3.58,1.17,130.96,61.9,59.67
03-09-23,169.69,172.12,167.05,171.32,545956,89.44,67.79,126.63,63.92,2.02,1.98,62.13,180.55,171.32
10-07-23,83.49,85.4,79.83,81.19,701263,171.15,192.4,140.78,59.36,3.5,-2.82,162.57,196.16,81.19
15-12-21,75.26,76.42,71.49,74.4,496194,55.73,163.09,161.43,41.28,4.93,1.77,119.64,126.07,74.4
08-03-20,140.5,141.32,139.49,139.83,142900,120.68,83.78,154.97,34.72,0.18,0.83,65.99,190.72,139.83
14-02-20,151.39,155.59,148.37,150.63,866896,180.65,93.06,180.95,51.86,4.33,3.51,156.51,166.93,150.63
14-01-20,114.98,115.11,109.98,110.62,452847,193.49,196.24,81.31,30.23,4.17,2.15,160.67,77.04,110.62
11-09-22,75.97,80.3,75.44,78.66,224122,82.04,94.19,119.97,31.04,4.51,-1.51,114.28,76.63,78.66
20-06-21,91.34,93.6,89.4,89.76,487646,103.66,155.67,70.14,46.34,1.92,-4.83,119.58,107.93,89.76
18-07-21,152.5,154.21,147.71,150.74,585351,125.57,123.28,143.58,30.83,-1.1,-4.33,179.57,137.49,150.74
18-07-23,149.34,150.28,146.28,148.08,519355,115.79,168.63,55.82,56.63,3.45,-1.36,105.36,190.13,148.08
28-09-22,162.32,164.6,157.98,160.75,297321,88.98,96.81,93.48,50.31,1.49,0.05,100.1,80.85,160.75
15-02-20,142.9,146.25,138.12,138.72,289537,133.96,91.15,68.72,37.89,-2.33,3.66,51.68,167.82,138.72
19-07-19,158.42,162.9,154.83,158.85,705950,101.86,119.35,121.15,49.04,2.8,4.66,94.02,59.42,158.85
19-01-20,166.1,169.31,165.94,167.25,902373,56.17,55.59,104.9,47.73,3.34,0.63,120.5,87.06,167.25
01-01-23,124.91,126.07,122.32,126.06,674925,154.11,166.15,53.79,33.3,-1.72,3.62,155.23,51.13,126.06
19-02-23,112.6,114.34,110.26,110.29,282325,148.97,71.22,193.17,47.01,2.09,-1,81.9,160.89,110.29
17-06-22,178.29,179.9,173.64,176.29,284427,75.73,56.35,184.98,59.33,3.11,-2.72,131.57,67.71,176.29
06-03-19,118.53,120.99,113.73,119.7,155819,142.52,140.31,197.34,43.01,-1.93,2.59,139.34,182.45,119.7
08-05-22,191.91,195.99,190.8,192.51,779782,117.89,156.27,80.85,58.36,-1.44,0.23,76.54,192.6,192.51
12-10-23,119.18,121.13,117.06,120.18,419155,185.26,67.12,163.86,53.96,-1.17,-1.05,173.61,192.08,120.18
15-07-22,98.25,98.85,95.29,97.99,386162,133.64,193.6,89.48,65.07,1.71,-0.32,168.12,99.43,97.99
04-01-23,176.36,177.67,174.38,176.82,282059,130.43,147.46,184.92,42.12,-2.79,1.14,145.62,80.7,176.82
31-10-20,82.06,82.13,81.42,81.58,221422,178.36,133.49,176.57,43.61,-2.33,1.2,156.86,189.34,81.58
21-11-21,119.68,119.98,115.64,119.37,945317,178.83,65.13,127.23,48.19,3.41,-0.06,74.9,77.18,119.37
17-09-22,165.08,166.16,160.14,164.44,780924,110.18,58.76,151.03,61.94,-2.64,1.57,75.08,137.87,164.44
22-02-21,128.06,132.67,126.82,127.06,113238,196.25,175.94,167.03,69.69,-2.71,1.52,111.84,125.91,127.06
25-10-20,72.61,76.1,71.12,73.53,376926,190.42,51.29,126.41,30.46,2.35,4.33,124.12,136.75,73.53
06-06-23,176.13,181.13,171.66,178.27,126948,85.08,168.99,99.4,33.26,3.57,-1.41,108.28,82.43,178.27
23-08-19,68.01,68.16,65.52,66.84,489259,77.18,123.05,91.88,42.36,-3.79,-1.4,127,150.3,66.84
10-01-21,198.59,200.64,197.45,200.61,648933,136.12,83.67,81.54,62.96,-4.26,1.96,54.62,186.27,200.61
09-06-19,58.87,63.13,55.39,55.61,355309,62.61,93.64,56.54,55.09,3.29,-1,189.89,95.26,55.61
16-05-22,134.13,134.19,131.26,134.19,403795,150.73,140.52,50.47,64.75,-4.37,4.76,127.07,135.62,134.19
03-01-21,70.76,70.91,65.92,70.42,309144,152.77,116.68,172.62,63.23,-0.16,-1.88,188.02,103.98,70.42
07-12-21,74.05,75.81,72.78,75.18,495313,134.75,197.5,167.26,65.54,0.75,-1.29,129.99,67.3,75.18
29-10-23,99.51,101.91,99.47,99.78,920786,113.33,119.69,198.27,33.31,-3.15,-4.07,189.88,95.94,99.78
07-10-21,94.94,97.12,93.11,96.97,430689,196.12,100.86,186.13,37.61,-0.78,-2.57,92.63,178.24,96.97
14-08-23,169.76,173.72,168.98,173,875132,172.35,178.35,163.84,36.15,0.21,4.7,184.5,165.58,173
10-03-20,166.87,170.49,166.06,168.44,209394,158,71.2,143.24,62.31,-0.11,4.3,59.16,90.75,168.44
26-06-23,173.92,178.37,172.93,175.7,590711,110.3,194.89,179.56,45,0.75,-4.26,160.69,182.38,175.7
26-08-19,184.23,188.16,180.17,187.35,481219,114.87,196.19,117.44,51.27,-0.3,-1.8,88.75,66.72,187.35
11-09-22,85.81,87.08,85.16,86.89,464996,115.88,185.41,184.64,58.96,4.12,-2.24,54.06,186.75,86.89
11-04-20,194.28,197.11,191.7,193.37,619801,186.54,189.42,81.58,39.93,2.14,-2.18,76.79,105.46,193.37
08-07-19,129.54,134.08,128.12,130.11,392698,149.32,67.22,167.74,64.59,-1.61,3.08,174.75,184.95,130.11
19-09-21,151.97,156.6,147.48,156.34,661416,104.08,75.12,87.29,32.21,2,-2.73,149.48,127.77,156.34
16-07-20,118.24,121.3,117.43,119.66,814552,88.78,159.32,75.01,52.86,-1.26,-3.83,106.15,197.37,119.66
05-12-21,146.93,148.9,145.84,147.79,741819,196.87,136.15,170.59,61.97,-2.64,3.73,140.36,165.83,147.79
03-06-23,145.16,146.59,140.49,146.35,340034,105.28,96.62,193.19,43.01,-4.2,-1.22,190.38,173.26,146.35
07-02-23,141.25,143.21,136.61,136.95,318309,71.9,110.4,123.37,39.56,1.6,2.52,122.71,147.36,136.95
10-12-23,129.42,129.83,126.93,127.55,321304,121.3,57.15,74.11,49.15,2.83,4.1,60.1,94.42,127.55
10-03-21,124.85,125.71,124.84,125.26,973179,181.99,89.8,134.87,69.24,-2.33,-3.87,88.36,154.14,125.26
21-10-20,102.93,103.93,98.61,101.05,655930,99.95,81.94,183.62,45.69,3.19,2.23,55.61,140.34,101.05
17-05-22,142.82,144.4,139.45,142.25,618064,153.58,95.58,95.08,67.75,-1.34,-0.15,138.4,96.19,142.25
07-02-22,70.69,73.16,66.91,72.62,219243,123.57,119.1,55.03,43.78,4.38,1.27,90.37,187.66,72.62
24-11-21,75.17,78,73.44,76.19,122028,113.23,63.28,126.46,69.14,4.8,-4.52,186.55,127.32,76.19
27-03-20,99.48,102.61,95.32,95.85,184258,118.29,183.39,124.35,31.78,-0.27,-0.45,115.75,100,95.85
06-11-23,187.65,190.16,185.74,188.41,195928,149.42,95.73,167.93,59.99,1.14,4.72,98.02,84.45,188.41
07-03-20,129.13,133.92,127.29,130.65,635833,78.17,88.44,162.64,42.59,-0.86,-1.71,142.56,63.45,130.65
03-04-21,190.84,194.05,190.42,190.48,516947,138.27,176.19,181.07,58.24,4.55,4.19,110.22,148.28,190.48
07-01-24,171.48,171.95,171.16,171.8,293596,113.86,107.34,77.62,57.56,-2.37,2.42,100.55,120.34,171.8
15-09-21,163.29,165.14,159,159.06,700761,68.83,171.01,191.2,65.4,-4.72,0.4,100.88,183.22,159.06
16-02-23,188.62,190.75,183.84,186.54,592598,167.91,196.64,191.53,60.67,-4.95,-2.25,136.84,74.19,186.54
26-05-23,100.35,102.47,96.67,102.1,168712,82.18,184.37,190.61,68.11,-4.3,1.59,137.63,152.03,102.1
03-02-22,55.24,60.19,55.02,57.24,182774,162.79,80.77,83.52,55.11,1.82,-2.03,100.85,77.37,57.24
28-03-21,135.76,136.2,131.6,134.86,842375,112.32,118.5,106.18,58.33,-3.3,-3.65,93.31,147.94,134.86
30-05-19,79.24,82.75,75.83,78.33,991213,168.86,162.14,88.58,57.46,-0.77,4.09,172.67,116.13,78.33
19-02-20,175.39,177.4,173.76,174.6,969132,84.52,133.46,69.96,43.29,3.58,-3.57,184.59,76.33,174.6
02-03-22,63.05,64.93,60.35,61.05,212579,125.91,153.16,98.74,34.94,-0.45,3.07,160.49,120.07,61.05
09-08-19,174.39,174.64,170.21,172.82,665349,78.95,121.46,123.02,44.43,3.04,-4.72,82.1,182.45,172.82
26-09-22,178.64,180.36,175.44,176.67,951287,93.07,190.74,64.66,45.8,-3.28,2.94,99.2,146.94,176.67
04-12-19,163.9,166.97,163.29,165.62,145713,142.37,107.18,113.03,65.19,3.69,-4.91,165.51,76.73,165.62
18-11-23,53.72,55.5,50.39,51.32,669299,195.54,89.79,131.73,33.4,3.22,0.57,71.83,164.88,51.32
28-05-20,147.13,147.83,145.26,146.73,348760,106.02,173.69,163.68,55.2,-2.44,-4.68,71.34,51.01,146.73
25-08-20,194.15,197.16,189.42,190.62,509374,93.14,191.49,180.26,50.42,1.56,4.41,144.2,139.1,190.62
24-08-22,104.77,109.66,104.26,107.11,684310,64.27,52.64,98.67,57.04,4.61,-3.44,114.05,159.18,107.11
23-06-20,150.83,153.66,149.68,152.06,906917,140.49,92.9,130.01,63.88,-2.85,4.89,188.43,182.83,152.06
28-01-22,82.31,83.15,78.53,81.61,317258,126.07,135.23,177.24,51.97,4.78,3.02,58.36,61.6,81.61
21-04-21,86.57,87.77,85.64,86.75,453466,142.55,140.86,90.12,39.44,1.46,-4.99,86.61,144.68,86.75
03-10-20,131.24,135.76,131.05,131.73,168728,181.68,51.35,168.46,69.6,-4.91,-1.66,173.23,178.46,131.73
01-01-24,197.23,197.42,193.69,197.39,648515,167.4,99.33,149.61,41.13,0.35,-4.31,78.68,175.18,197.39
03-11-22,101.02,101.13,96.46,99.85,881605,65.08,133.42,181.03,50.47,-4.32,-2.98,99.45,119.34,99.85
16-11-20,196.74,199.72,195.01,197.25,603750,104.59,56.52,188.93,59.61,-2.81,-1.51,98.96,163.7,197.25
25-05-23,146.72,146.75,144.2,145.23,146958,165.85,106.69,173.16,61.88,2.77,2.75,158.48,117.9,145.23
22-02-22,135.11,135.15,132.75,133.06,926283,65.26,128.01,74.36,42.57,1.33,4.46,170.91,58.09,133.06
17-01-22,169.65,172.52,165.19,166.31,184020,128.61,157.29,105.84,50.45,3.19,-0.17,82.9,133.25,166.31
20-01-22,81.63,81.77,76.83,78.34,170300,118.99,153.37,103.68,43.28,4.28,2.66,143.53,125.66,78.34
24-01-20,137.96,141.62,136.95,138.01,848160,129.51,116.46,116.75,49.58,-2.19,-3.05,156.82,93.04,138.01
24-08-19,163.6,167.22,160.24,161.18,853991,188.97,107.48,139.6,37.06,-4.33,4.48,104.15,60.27,161.18
18-02-20,102.98,106.02,98.78,102.11,418755,103.89,55.04,140.63,37.74,4.98,-1.06,56.81,169.5,102.11
06-11-19,75.66,78.41,72.82,74.93,691173,188.34,180.96,141.17,64.29,2.21,0.4,162.73,146.73,74.93
07-05-19,178.84,179.22,175.44,175.58,443891,159.92,180.82,75.34,48.61,-3.95,2.28,56.79,150.97,175.58
19-02-23,192.65,194.55,191.33,191.83,951875,76.97,59.89,141.86,47.45,-2.01,4.83,73.09,75.82,191.83
03-02-22,124.21,129.09,120.72,128.78,794298,106.9,196.8,195.73,57.59,-3.89,2.95,52.41,104.59,128.78
02-07-22,111.27,111.57,109.38,110.34,769814,56.08,59.13,51.4,67.01,-4.68,-4.44,166.64,177.61,110.34
28-01-21,170.86,175.48,170.54,171.64,413907,118.4,101.62,144.92,65.56,0.46,0.97,185.03,103.37,171.64
02-06-23,89.86,91.8,87.95,90.03,789445,63.19,130.03,75.85,51.98,-1.2,-0.45,136.02,101.45,90.03
31-12-21,159.97,163.82,155.69,160.97,760481,84.68,70.91,133.07,63.61,-4.91,-3.49,122.62,147.81,160.97
18-01-22,176.23,180.97,172.71,173.01,209112,84.96,114.3,166.62,42.93,-1.06,2.73,114.74,67.31,173.01
05-06-20,86.08,88.21,84.78,85.29,732212,192.76,124.97,71.26,59.15,1.51,1.24,145.32,86.02,85.29
21-11-19,54.81,54.82,51.09,52.95,167272,146.58,64.8,102.35,42,2.81,0.79,67.27,139.97,52.95
10-11-20,71.24,73.57,69.17,72.47,207713,82.52,84.62,91.85,60.63,-0.98,-4.19,64.99,148.99,72.47
04-07-22,131.11,134.07,127.34,131.77,134313,158.79,142.21,160.49,52.55,0.13,3.47,55.59,90.95,131.77
29-06-22,59.77,63.34,57.73,62.36,672953,61.23,95.25,101,57.2,4.5,-4.02,155.44,55.97,62.36
10-06-22,154.17,159.1,152.85,157.78,359325,184.66,159.31,160.5,34.12,3.48,-2.49,100.55,103.97,157.78
15-11-22,110.9,114.37,110.88,112.12,623332,196.33,93.46,73.2,36.2,-3.95,-0.33,151.01,77.27,112.12
30-03-20,108.53,109.45,103.83,107.37,442651,172.28,70.15,106.23,47.77,-2.24,-4.09,84.35,52.64,107.37
05-12-22,145.76,146.69,144.37,145.32,670986,192.29,121.42,101.21,33.89,2.75,2.06,174.82,133.62,145.32
21-07-20,199.57,202.61,199.05,201.79,618436,188.79,190.65,129.45,36.49,-4.83,-2.91,172.54,69.77,201.79
11-10-20,84.97,86.4,84.05,84.83,621106,116.39,143.94,188.27,32.1,3.47,-1.59,125.06,77.32,84.83
16-12-19,191.45,195.18,188.26,193.14,888060,94.33,89.4,118.32,47.73,2.61,-1.36,108.76,54.75,193.14
05-05-20,168.28,170.2,164.47,165.09,121541,134.39,100.66,190.72,55.66,0.04,1.98,117.33,125.36,165.09
25-08-21,110.62,113.17,106,109.42,373984,130.01,74.89,95.39,68.99,-1.27,0.33,71.86,188.31,109.42
02-06-22,53.11,56.45,53.1,53.47,322605,191.58,107.71,73.98,62.38,0.7,-4.79,58.76,174.41,53.47
10-10-20,99.86,104.67,96.18,101.99,633666,80.08,112.37,175.69,67.3,-2.45,-0.78,106.29,57.45,101.99
25-03-22,106.37,109.71,103.77,108.73,199091,134.03,149.65,143.87,66.84,-3.41,2.77,179.29,81.83,108.73
10-05-20,119.12,120.32,114.41,117.19,874679,81.47,90.96,100.43,36.45,4.28,4.8,136.12,143.27,117.19
07-02-20,140.77,143.38,139.93,142.77,729634,124.39,72.79,164.53,54.34,2.58,-1.59,188.66,181.56,142.77
04-04-23,100.88,103.37,96.86,101,166322,146.78,87.62,106.5,50.98,4.73,-1.03,113.69,198.33,101
01-05-20,93.78,97.22,89.96,96.85,351632,132.59,86.17,195.88,37.91,-1.09,-1.93,107.33,174.94,96.85
07-02-23,94.87,95.95,92.69,95.4,363570,158.25,87.76,191.75,69.37,4.48,0.59,102.91,139.9,95.4
21-02-21,144.29,149.25,143.68,148.4,653852,142.26,153.83,86.62,63.25,-2.9,-1.23,70.86,195.57,148.4
10-07-21,83.5,85.32,82.56,83.67,206778,94.76,181.77,62.07,43.69,3.05,4.23,81.97,173,83.67
20-02-19,136.17,139.25,132.08,134.02,663924,93.96,92.97,105.48,47.29,-4.28,-0.57,196.47,119.9,134.02
13-07-23,115.45,119.84,110.85,119.15,260078,145.6,176.65,177.03,36.06,3.58,0.31,114.99,82.5,119.15
21-08-20,109.45,114.45,105.2,108.61,187382,184.61,150.41,78.68,47.77,1.34,0.86,149.63,75.76,108.61
21-05-23,69.99,70.02,68.02,68.91,926020,104.45,98.12,100.88,37.82,-2.16,0.86,125.35,184.22,68.91
09-12-19,157.14,158.06,153.76,155.08,350396,181.76,112.02,122.49,31.2,3.76,0.84,81.6,56.17,155.08
08-07-23,117.91,119.24,116.21,118.61,342029,137.2,170.73,110.89,59.65,1.72,-4.16,55.52,143.78,118.61
12-02-22,147.31,147.9,145.12,146.5,443609,87.77,54.76,87.71,44.88,3.89,2.26,192.78,180.71,146.5
06-09-20,127.88,128.07,124.23,127.33,468274,175.29,147.96,190.52,67.82,2.29,2.61,57.81,131.67,127.33
25-09-19,115.21,115.27,114.85,115.11,621860,118.38,191.27,110.49,68.08,-2.14,3.91,164.79,169.53,115.11
10-07-19,163.64,168.6,159.31,167.06,296077,113.63,165.95,80.02,35.48,1.3,2.69,68.91,81.75,167.06
11-08-22,138.65,140.36,138.37,138.89,636930,100.88,121.1,198.24,39.64,-2.68,-4.61,173.65,143.96,138.89
01-10-21,61.92,62.27,61.16,61.95,326256,162.83,75.49,129.5,30.29,1.72,4.1,139.19,106.52,61.95
08-12-21,55.74,58.62,52.62,54.99,271909,104.48,151.71,57.89,32.83,4.88,-3.91,54.04,169.64,54.99
15-02-19,59.05,63.88,58.16,63.73,253749,97.51,106.8,54.4,59.04,0.3,-2.56,124.97,73.4,63.73
12-12-23,146.67,147.86,144.5,146.66,308034,165.73,126.41,145.42,59.86,-2.71,4.08,177.03,60.28,146.66
15-01-21,171.71,176.19,171.21,175.57,390038,178.38,164.41,133.39,31.94,4.79,4.02,155.73,93.21,175.57
31-10-22,84.58,88.79,80.13,84.21,315926,131.19,175.37,50.98,54.29,3.04,-1.59,139.38,171,84.21
06-02-23,135.05,139.79,131.6,138.64,436689,170.72,185.04,178.6,37.21,3.42,0.93,76.04,188.38,138.64
19-01-21,189.36,190.6,187.07,188.12,463426,73.56,69.5,186.61,37.71,1.18,-3.8,127,144.7,188.12
